,Brand,Model,YOM,Engine (cc),Gear,Fuel Type,Millage(KM),Town,Date,Leasing,Condition,AIR CONDITION,POWER STEERING,POWER MIRROR,POWER WINDOW,Price
0,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Kandy,2025-02-05,No Leasing,USED,Available,Available,Not_Available,Available,34.25
1,SUZUKI,ALTO,2012,800.0,Manual,Petrol,143000.0,Kegalle,2025-02-05,No Leasing,USED,Available,Available,Not_Available,Not_Available,27.1
2,SUZUKI,ALTO,2018,660.0,Automatic,Petrol,77000.0,Matara,2025-02-05,No Leasing,USED,Available,Available,Available,Available,43.57461240310077
3,SUZUKI,ALTO,2016,800.0,Manual,Petrol,99000.0,Ratnapura,2025-02-05,No Leasing,USED,Available,Available,Available,Available,33.75
4,SUZUKI,ALTO,2016,800.0,Manual,Petrol,99000.0,Homagama,2025-02-05,No Leasing,USED,Available,Available,Not_Available,Available,34.41428571428572
5,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Embilipitiya,2025-02-05,No Leasing,USED,Available,Available,Available,Available,33.02984496124031
6,SUZUKI,ALTO,2014,800.0,Manual,Petrol,121000.0,Kurunegala,2025-02-05,No Leasing,USED,Available,Available,Not_Available,Available,31.75
7,SUZUKI,ALTO,2016,650.0,Automatic,Petrol,99000.0,Kandy,2025-02-05,No Leasing,USED,Available,Available,Available,Available,34.41428571428572
8,SUZUKI,ALTO,2015,796.0,Manual,Petrol,110000.0,Colombo,2025-02-05,No Leasing,USED,Available,Available,Not_Available,Not_Available,33.55
9,SUZUKI,ALTO,2006,800.0,Manual,Petrol,209000.0,Malabe,2025-02-05,No Leasing,USED,Available,Available,Not_Available,Not_Available,23.5
10,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Gampaha,2025-02-05,No Leasing,USED,Available,Available,Not_Available,Not_Available,33.75
11,SUZUKI,ALTO,2017,650.0,Automatic,Petrol,88000.0,Colombo,2025-02-05,No Leasing,USED,Available,Available,Available,Available,35.95
12,SUZUKI,ALTO,2016,800.0,Manual,Petrol,99000.0,Wennappuwa,2025-02-05,No Leasing,USED,Available,Available,Not_Available,Available,35.9
13,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Gampaha,2025-02-05,No Leasing,USED,Available,Available,Available,Available,32.9
14,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Colombo,2025-02-05,No Leasing,USED,Available,Available,Not_Available,Available,34.75
15,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Malabe,2025-02-05,No Leasing,USED,Available,Available,Not_Available,Available,33.45
16,SUZUKI,ALTO,2000,650.0,Automatic,Petrol,275000.0,Panadura,2025-02-05,No Leasing,USED,Available,Available,Not_Available,Not_Available,29.95
17,SUZUKI,ALTO,2011,800.0,Manual,Petrol,154000.0,Mawanella,2025-02-05,No Leasing,USED,Available,Available,Available,Available,26.2945945945946
18,SUZUKI,ALTO,2014,800.0,Manual,Petrol,121000.0,Dompe,2025-02-04,No Leasing,USED,Available,Available,Not_Available,Available,31.25
19,SUZUKI,ALTO,2008,800.0,Manual,Petrol,187000.0,Kandy,2025-02-04,No Leasing,USED,Available,Available,Not_Available,Not_Available,21.9
20,SUZUKI,ALTO,2016,800.0,Manual,Petrol,99000.0,Gampaha,2025-02-04,No Leasing,USED,Available,Available,Available,Available,34.41428571428572
21,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Kandy,2025-02-04,No Leasing,USED,Available,Available,Available,Not_Available,31.95
22,SUZUKI,ALTO,2007,800.0,Manual,Petrol,198000.0,Horana,2025-02-04,No Leasing,USED,Available,Available,Not_Available,Not_Available,23.95
23,SUZUKI,ALTO,2010,800.0,Manual,Petrol,165000.0,Kurunegala,2025-02-04,No Leasing,USED,Available,Available,Not_Available,Not_Available,26.9
24,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Anuradapura,2025-02-04,No Leasing,USED,Available,Available,Not_Available,Available,35.9
25,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Gampaha,2025-02-04,No Leasing,USED,Available,Available,Not_Available,Not_Available,33.5
26,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Welimada,2025-02-04,No Leasing,USED,Available,Available,Available,Not_Available,33.8
27,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Colombo,2025-02-04,No Leasing,USED,Available,Available,Available,Available,32.75
28,SUZUKI,ALTO,2015,796.0,Manual,Petrol,110000.0,Gampaha,2025-02-04,No Leasing,USED,Available,Available,Not_Available,Available,33.75
29,SUZUKI,ALTO,2011,800.0,Manual,Petrol,154000.0,Gampaha,2025-02-04,No Leasing,USED,Available,Available,Available,Available,27.25
30,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Kandy,2025-02-04,No Leasing,USED,Available,Available,Not_Available,Available,33.75
31,SUZUKI,ALTO,2013,800.0,Manual,Petrol,132000.0,Negombo,2025-02-04,Ongoing Lease,USED,Available,Available,Not_Available,Available,29.0
32,SUZUKI,ALTO,2017,800.0,Manual,Petrol,88000.0,Malabe,2025-02-04,No Leasing,USED,Available,Available,Not_Available,Not_Available,35.9
33,SUZUKI,ALTO,2013,800.0,Manual,Petrol,132000.0,Kadawatha,2025-02-04,No Leasing,USED,Available,Available,Available,Available,30.2
34,SUZUKI,ALTO,2016,800.0,Manual,Petrol,99000.0,Embilipitiya,2025-02-04,No Leasing,USED,Available,Available,Not_Available,Not_Available,34.41428571428572
35,SUZUKI,ALTO,2016,800.0,Manual,Petrol,99000.0,Embilipitiya,2025-02-04,No Leasing,USED,Available,Available,Not_Available,Available,34.95
36,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Kiribathgoda,2025-02-04,No Leasing,USED,Available,Available,Not_Available,Available,33.5
37,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Galle,2025-02-04,No Leasing,USED,Available,Available,Available,Available,32.5
38,SUZUKI,ALTO,2011,800.0,Manual,Petrol,154000.0,Galle,2025-02-04,Ongoing Lease,USED,Available,Available,Available,Available,26.25
39,SUZUKI,ALTO,2007,800.0,Manual,Petrol,198000.0,Matara,2025-02-04,No Leasing,USED,Available,Available,Not_Available,Not_Available,24.0195
40,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Tangalle,2025-02-04,No Leasing,USED,Available,Available,Available,Available,32.8
41,SUZUKI,ALTO,2011,800.0,Manual,Petrol,154000.0,Kalutara,2025-02-04,No Leasing,USED,Available,Available,Not_Available,Not_Available,26.2945945945946
42,SUZUKI,ALTO,2014,800.0,Manual,Petrol,121000.0,Colombo,2025-02-03,No Leasing,USED,Available,Available,Not_Available,Available,34.5
43,SUZUKI,ALTO,2010,800.0,Manual,Petrol,165000.0,Nittambuwa,2025-02-03,No Leasing,USED,Available,Available,Not_Available,Not_Available,26.5
44,SUZUKI,ALTO,2005,800.0,Manual,Petrol,220000.0,Gampaha,2025-02-03,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,24.5
45,SUZUKI,ALTO,2006,800.0,Manual,Petrol,209000.0,Colombo,2025-02-03,No Leasing,USED,Available,Available,Not_Available,Not_Available,24.02777777777778
46,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Elpitiya,2025-02-03,No Leasing,USED,Available,Available,Not_Available,Available,33.5
47,SUZUKI,ALTO,2006,800.0,Manual,Petrol,209000.0,Battaramulla,2025-02-03,No Leasing,USED,Available,Available,Available,Available,26.0
48,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Kurunegala,2025-02-03,No Leasing,USED,Available,Available,Not_Available,Available,33.0
49,SUZUKI,ALTO,2008,800.0,Manual,Petrol,187000.0,Negombo,2025-02-03,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,23.46
50,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Galle,2025-02-03,No Leasing,USED,Available,Available,Available,Available,32.0
51,SUZUKI,ALTO,2005,800.0,Manual,Petrol,220000.0,Embilipitiya,2025-02-03,No Leasing,USED,Available,Available,Available,Available,22.5
52,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Harispattuwa,2025-02-03,No Leasing,USED,Available,Available,Not_Available,Available,33.75
53,SUZUKI,ALTO,2011,800.0,Manual,Petrol,154000.0,Battaramulla,2025-02-03,No Leasing,USED,Available,Available,Not_Available,Not_Available,26.45
54,SUZUKI,ALTO,2011,800.0,Manual,Petrol,154000.0,Boralesgamuwa,2025-02-03,No Leasing,USED,Available,Available,Not_Available,Not_Available,25.5
55,SUZUKI,ALTO,2010,800.0,Manual,Petrol,165000.0,Wennappuwa,2025-02-03,No Leasing,USED,Available,Available,Not_Available,Not_Available,26.538235294117648
56,SUZUKI,ALTO,2014,800.0,Manual,Petrol,121000.0,Kalutara,2025-02-03,No Leasing,USED,Available,Available,Not_Available,Available,29.6
57,SUZUKI,ALTO,2012,800.0,Manual,Petrol,143000.0,Piliyandala,2025-02-02,No Leasing,USED,Available,Available,Not_Available,Available,26.75
58,SUZUKI,ALTO,2016,800.0,Manual,Petrol,99000.0,Polonnaruwa,2025-02-02,No Leasing,USED,Available,Available,Not_Available,Available,34.41428571428572
59,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Elpitiya,2025-02-02,No Leasing,USED,Available,Available,Not_Available,Available,32.5
60,SUZUKI,ALTO,2016,796.0,Manual,Petrol,99000.0,Jaffna,2025-02-02,No Leasing,USED,Available,Available,Not_Available,Available,35.8
61,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Galle,2025-02-02,No Leasing,USED,Available,Available,Not_Available,Available,34.5
62,SUZUKI,ALTO,2016,800.0,Manual,Petrol,99000.0,Galle,2025-02-02,No Leasing,USED,Available,Available,Available,Available,34.41428571428572
63,SUZUKI,ALTO,2006,800.0,Manual,Petrol,209000.0,Colombo,2025-02-02,No Leasing,USED,Available,Available,Not_Available,Available,24.5
64,SUZUKI,ALTO,2015,1500.0,Manual,Petrol,110000.0,Embilipitiya,2025-02-02,No Leasing,USED,Available,Available,Not_Available,Available,34.25
65,SUZUKI,ALTO,2010,800.0,Manual,Petrol,165000.0,Dompe,2025-02-02,No Leasing,USED,Available,Available,Available,Not_Available,26.0
66,SUZUKI,ALTO,2010,800.0,Manual,Petrol,165000.0,Colombo,2025-02-02,No Leasing,USED,Available,Available,Not_Available,Not_Available,24.0
67,SUZUKI,ALTO,2006,800.0,Manual,Petrol,209000.0,Matara,2025-02-02,No Leasing,USED,Available,Available,Not_Available,Not_Available,22.9
68,SUZUKI,ALTO,2008,790.0,Manual,Petrol,187000.0,Kadawatha,2025-02-02,No Leasing,USED,Available,Available,Not_Available,Not_Available,24.95
69,SUZUKI,ALTO,2014,800.0,Manual,Petrol,121000.0,Kurunegala,2025-02-01,No Leasing,USED,Available,Available,Available,Available,29.75
70,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Bandaragama,2025-02-01,No Leasing,USED,Available,Available,Available,Available,32.4
71,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Polonnaruwa,2025-02-01,No Leasing,USED,Available,Available,Not_Available,Available,33.02984496124031
72,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Gampaha,2025-02-01,No Leasing,USED,Available,Available,Not_Available,Available,33.02984496124031
73,SUZUKI,ALTO,2010,800.0,Manual,Petrol,165000.0,Kaduwela,2025-02-01,No Leasing,USED,Available,Available,Not_Available,Not_Available,27.9
74,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Gampaha,2025-02-01,No Leasing,USED,Available,Available,Available,Available,32.9
75,SUZUKI,ALTO,2012,800.0,Manual,Petrol,143000.0,Kaduwela,2025-02-01,No Leasing,USED,Available,Available,Not_Available,Not_Available,25.593749375
76,SUZUKI,ALTO,2007,650.0,Automatic,Petrol,198000.0,Galle,2025-02-01,No Leasing,USED,Available,Available,Not_Available,Available,24.0195
77,SUZUKI,ALTO,2010,800.0,Manual,Petrol,165000.0,Bandaragama,2025-01-31,No Leasing,USED,Available,Available,Not_Available,Not_Available,25.95
78,SUZUKI,ALTO,2011,800.0,Manual,Petrol,154000.0,Nittambuwa,2025-01-31,No Leasing,USED,Available,Available,Not_Available,Not_Available,25.9
79,SUZUKI,ALTO,2009,800.0,Manual,Petrol,176000.0,Mirigama,2025-01-31,No Leasing,USED,Available,Available,Not_Available,Not_Available,24.8
80,SUZUKI,ALTO,2010,796.0,Manual,Petrol,165000.0,Homagama,2025-01-31,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,28.75
81,SUZUKI,ALTO,2011,800.0,Manual,Petrol,154000.0,Kalutara,2025-01-31,No Leasing,USED,Available,Available,Not_Available,Not_Available,25.9
82,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Colombo,2025-01-31,No Leasing,USED,Available,Available,Not_Available,Not_Available,34.9
83,SUZUKI,ALTO,2014,800.0,Manual,Petrol,121000.0,Dompe,2025-01-31,No Leasing,USED,Available,Available,Not_Available,Available,29.9
84,SUZUKI,ALTO,2012,800.0,Manual,Petrol,143000.0,Kandy,2025-01-31,No Leasing,USED,Available,Available,Not_Available,Not_Available,24.5
85,SUZUKI,ALTO,2011,800.0,Manual,Petrol,154000.0,Gampaha,2025-01-31,No Leasing,USED,Available,Available,Not_Available,Not_Available,25.9
86,SUZUKI,ALTO,2011,800.0,Manual,Petrol,154000.0,Polonnaruwa,2025-01-31,Ongoing Lease,USED,Available,Available,Not_Available,Not_Available,25.85
87,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Polonnaruwa,2025-01-31,No Leasing,USED,Available,Available,Not_Available,Available,32.85
88,SUZUKI,ALTO,2006,850.0,Manual,Petrol,209000.0,Kurunegala,2025-01-30,No Leasing,USED,Available,Available,Not_Available,Not_Available,24.0
89,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Colombo,2025-01-30,No Leasing,USED,Available,Available,Available,Available,33.02984496124031
90,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Marawila,2025-01-30,No Leasing,USED,Available,Available,Available,Available,33.02984496124031
91,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Matara,2025-01-29,No Leasing,USED,Available,Available,Available,Available,36.5
92,SUZUKI,ALTO,2007,800.0,Manual,Petrol,198000.0,Ratnapura,2025-01-29,No Leasing,USED,Available,Available,Available,Available,24.6
93,SUZUKI,ALTO,2016,800.0,Manual,Petrol,99000.0,Matara,2025-01-29,No Leasing,USED,Available,Available,Not_Available,Not_Available,33.75
94,SUZUKI,ALTO,2007,800.0,Manual,Petrol,198000.0,Divulapitiya,2025-01-29,No Leasing,USED,Available,Available,Not_Available,Not_Available,26.5
95,SUZUKI,ALTO,2013,800.0,Manual,Petrol,132000.0,Anuradapura,2025-01-28,No Leasing,USED,Available,Available,Not_Available,Available,28.75
96,SUZUKI,ALTO,2009,660.0,Manual,Petrol,176000.0,Wennappuwa,2025-01-28,No Leasing,USED,Available,Available,Available,Available,25.15
97,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Kandy,2025-01-18,No Leasing,USED,Available,Available,Not_Available,Available,33.55
98,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Polonnaruwa,2025-01-18,No Leasing,USED,Available,Available,Not_Available,Available,33.02984496124031
99,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Kiribathgoda,2025-01-18,No Leasing,USED,Available,Available,Available,Available,34.5
100,SUZUKI,ALTO,2010,800.0,Manual,Petrol,165000.0,Matara,2025-01-18,No Leasing,USED,Available,Available,Not_Available,Not_Available,26.538235294117648
101,SUZUKI,ALTO,2011,800.0,Manual,Petrol,154000.0,Galle,2025-01-18,No Leasing,USED,Available,Available,Not_Available,Not_Available,26.0
102,SUZUKI,ALTO,2014,800.0,Manual,Petrol,121000.0,Kurunegala,2025-01-18,No Leasing,USED,Available,Available,Not_Available,Available,31.9
103,SUZUKI,ALTO,2012,800.0,Manual,Petrol,143000.0,Ja-Ela,2025-01-18,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,25.593749375
104,SUZUKI,ALTO,2010,800.0,Manual,Petrol,165000.0,Colombo,2025-01-18,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,28.0
105,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Matugama,2025-01-18,No Leasing,USED,Available,Available,Not_Available,Available,32.5
106,SUZUKI,ALTO,2004,660.0,Automatic,Petrol,231000.0,Kegalle,2025-01-17,No Leasing,USED,Available,Available,Not_Available,Available,30.0
107,SUZUKI,ALTO,2011,800.0,Manual,Petrol,154000.0,Gampaha,2025-01-17,No Leasing,USED,Available,Available,Not_Available,Not_Available,26.2945945945946
108,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Jaffna,2025-01-17,No Leasing,USED,Available,Not_Available,Not_Available,Available,32.5
109,SUZUKI,ALTO,2004,1060.0,Manual,Petrol,231000.0,Colombo,2025-01-17,No Leasing,USED,Available,Available,Not_Available,Not_Available,26.75
110,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Hambantota,2025-01-17,No Leasing,USED,Available,Available,Available,Not_Available,32.5
111,SUZUKI,ALTO,2011,800.0,Manual,Petrol,154000.0,Moratuwa,2025-01-17,No Leasing,USED,Available,Available,Not_Available,Available,26.85
112,SUZUKI,ALTO,2003,650.0,Automatic,Petrol,242000.0,Polonnaruwa,2025-01-17,No Leasing,USED,Available,Available,Not_Available,Available,32.8
113,SUZUKI,ALTO,2002,650.0,Manual,Petrol,253000.0,Nugegoda,2025-01-16,No Leasing,USED,Available,Available,Available,Available,26.75
114,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Gampaha,2025-01-15,No Leasing,USED,Available,Available,Not_Available,Not_Available,30.25
115,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Polonnaruwa,2025-01-15,No Leasing,USED,Available,Available,Not_Available,Available,33.02984496124031
116,SUZUKI,ALTO,2006,800.0,Manual,Petrol,209000.0,Hambantota,2025-01-15,No Leasing,USED,Available,Available,Not_Available,Not_Available,22.5
117,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Galle,2025-01-14,No Leasing,USED,Available,Available,Not_Available,Not_Available,33.5
118,SUZUKI,ALTO,2006,800.0,Manual,Petrol,209000.0,Wattegama,2025-01-14,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,22.95
119,SUZUKI,ALTO,2015,660.0,Automatic,Petrol,110000.0,Kelaniya,2025-01-14,No Leasing,USED,Available,Available,Not_Available,Available,33.02984496124031
120,SUZUKI,ALTO,2003,650.0,Automatic,Petrol,242000.0,Avissawella,2025-01-14,No Leasing,USED,Available,Available,Not_Available,Available,32.0
121,SUZUKI,ALTO,2015,880.0,Manual,Petrol,110000.0,Moneragala,2025-01-14,No Leasing,USED,Available,Available,Not_Available,Available,33.25
122,SUZUKI,ALTO,2012,800.0,Manual,Petrol,143000.0,Kandy,2025-01-14,No Leasing,USED,Available,Available,Not_Available,Not_Available,24.75
123,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Kandy,2025-01-14,No Leasing,NEW,Available,Available,Available,Available,33.0
124,SUZUKI,ALTO,2007,800.0,Manual,Petrol,198000.0,Ratnapura,2025-01-14,No Leasing,USED,Available,Available,Not_Available,Not_Available,24.75
125,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Polonnaruwa,2025-01-13,No Leasing,USED,Available,Available,Not_Available,Available,33.02984496124031
126,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Hambantota,2025-01-13,No Leasing,USED,Available,Available,Not_Available,Available,34.9
127,SUZUKI,ALTO,2016,800.0,Manual,Petrol,99000.0,Moratuwa,2025-01-13,No Leasing,USED,Available,Available,Available,Available,33.75
128,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Ja-Ela,2025-01-13,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,33.02984496124031
129,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Kandy,2025-01-13,No Leasing,NEW,Available,Available,Available,Available,32.75
130,SUZUKI,ALTO,2006,1000.0,Manual,Petrol,209000.0,Kurunegala,2025-01-12,No Leasing,USED,Available,Available,Not_Available,Not_Available,24.25
131,SUZUKI,ALTO,2006,800.0,Manual,Petrol,209000.0,Kandy,2025-01-12,No Leasing,USED,Available,Available,Not_Available,Available,23.5
132,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Galle,2025-01-11,No Leasing,USED,Available,Available,Not_Available,Available,36.75
133,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Colombo,2025-01-11,No Leasing,USED,Available,Available,Not_Available,Available,33.02984496124031
134,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Matale,2025-01-11,Ongoing Lease,USED,Available,Available,Not_Available,Available,32.5
135,SUZUKI,ALTO,2009,800.0,Manual,Petrol,176000.0,Kandy,2025-01-11,No Leasing,USED,Available,Available,Not_Available,Not_Available,25.5
136,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Polonnaruwa,2025-01-11,No Leasing,USED,Available,Available,Available,Not_Available,33.02984496124031
137,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Polonnaruwa,2025-01-11,No Leasing,USED,Available,Available,Available,Not_Available,33.02984496124031
138,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Dehiwala-Mount-Lavinia,2025-01-11,Ongoing Lease,USED,Available,Available,Not_Available,Available,30.5
139,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Matara,2025-01-11,No Leasing,USED,Available,Available,Not_Available,Available,34.65
140,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Matugama,2025-01-11,No Leasing,USED,Available,Available,Not_Available,Available,33.0
141,SUZUKI,ALTO,2012,800.0,Manual,Petrol,143000.0,Kandy,2025-01-11,No Leasing,USED,Available,Available,Not_Available,Not_Available,24.5
142,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Nittambuwa,2025-01-11,No Leasing,USED,Available,Available,Available,Available,30.5
143,SUZUKI,ALTO,2018,800.0,Manual,Petrol,77000.0,Malabe,2025-01-11,No Leasing,USED,Available,Available,Not_Available,Not_Available,43.57461240310077
144,SUZUKI,ALTO,2011,800.0,Manual,Petrol,154000.0,Nuwara-Eliya,2025-01-10,No Leasing,USED,Available,Available,Not_Available,Not_Available,26.85
145,SUZUKI,ALTO,2011,800.0,Manual,Petrol,154000.0,Padukka,2025-01-10,No Leasing,USED,Available,Available,Not_Available,Not_Available,24.75
146,SUZUKI,ALTO,2012,796.0,Manual,Petrol,143000.0,Maharagama,2025-01-10,No Leasing,USED,Available,Available,Not_Available,Not_Available,27.5
147,SUZUKI,ALTO,2006,800.0,Manual,Petrol,209000.0,Divulapitiya,2025-01-10,No Leasing,USED,Available,Available,Not_Available,Not_Available,24.85
148,SUZUKI,ALTO,2006,800.0,Manual,Petrol,209000.0,Polgahawela,2025-01-09,No Leasing,USED,Available,Available,Not_Available,Not_Available,24.6
149,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Anuradapura,2025-01-09,No Leasing,USED,Available,Available,Available,Available,33.0
150,SUZUKI,ALTO,2012,800.0,Manual,Petrol,143000.0,Kandy,2025-01-09,No Leasing,USED,Available,Available,Not_Available,Not_Available,25.593749375
151,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Kurunegala,2025-01-07,No Leasing,USED,Available,Available,Available,Available,32.25
152,SUZUKI,ALTO,2006,650.0,Manual,Petrol,209000.0,Kurunegala,2025-01-07,No Leasing,USED,Not_Available,Available,Not_Available,Available,24.02777777777778
153,SUZUKI,ALTO,2005,1000.0,Manual,Petrol,220000.0,Gampaha,2025-01-07,Ongoing Lease,USED,Available,Available,Not_Available,Available,23.0
154,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Kurunegala,2025-01-07,No Leasing,USED,Available,Available,Not_Available,Available,32.5
155,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Katunayake,2025-01-06,No Leasing,USED,Available,Available,Not_Available,Available,35.0
156,SUZUKI,ALTO,2011,800.0,Manual,Petrol,154000.0,Homagama,2025-01-06,No Leasing,USED,Available,Available,Available,Available,27.0
157,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Kurunegala,2025-01-05,No Leasing,USED,Available,Available,Available,Available,32.9
158,SUZUKI,ALTO,2003,660.0,Automatic,Petrol,242000.0,Ratnapura,2025-01-05,No Leasing,USED,Available,Available,Not_Available,Available,34.5
159,SUZUKI,ALTO,2011,800.0,Manual,Petrol,154000.0,Matara,2025-01-05,No Leasing,USED,Available,Available,Not_Available,Not_Available,25.5
160,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Ja-Ela,2025-01-05,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,33.02984496124031
161,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Nittambuwa,2025-01-05,No Leasing,USED,Available,Available,Not_Available,Available,31.75
162,SUZUKI,ALTO,2015,650.0,Manual,Petrol,110000.0,Kuliyapitiya,2025-01-28,No Leasing,USED,Available,Available,Available,Available,34.85
163,SUZUKI,ALTO,2006,800.0,Manual,Petrol,209000.0,Kegalle,2025-01-28,No Leasing,USED,Available,Available,Not_Available,Not_Available,26.0
164,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Anuradapura,2025-01-28,No Leasing,USED,Available,Available,Available,Available,33.02984496124031
165,SUZUKI,ALTO,2014,800.0,Manual,Petrol,121000.0,Ja-Ela,2025-01-28,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,31.60277777777778
166,SUZUKI,ALTO,2011,800.0,Manual,Petrol,154000.0,Matale,2025-01-28,Ongoing Lease,USED,Available,Not_Available,Not_Available,Not_Available,28.0
167,SUZUKI,ALTO,2010,800.0,Manual,Petrol,165000.0,Kandy,2025-01-28,No Leasing,USED,Available,Available,Not_Available,Not_Available,26.538235294117648
168,SUZUKI,ALTO,2011,800.0,Manual,Petrol,154000.0,Moratuwa,2025-01-28,No Leasing,USED,Available,Available,Not_Available,Available,26.85
169,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Malabe,2025-01-28,No Leasing,USED,Available,Available,Available,Available,33.02984496124031
170,SUZUKI,ALTO,2015,800.0,Manual,Petrol,110000.0,Kilinochchi,2025-01-27,No Leasing,USED,Available,Available,Not_Available,Available,33.25
171,SUZUKI,ALTO,2015,796.0,Manual,Petrol,110000.0,Colombo,2025-01-27,No Leasing,USED,Available,Available,Not_Available,Available,33.0
172,SUZUKI,ALTO,2015,796.0,Manual,Petrol,110000.0,Colombo,2025-01-27,No Leasing,USED,Available,Available,Not_Available,Available,33.0
173,SUZUKI,ALTO,2010,800.0,Manual,Petrol,165000.0,Kurunegala,2025-01-27,No Leasing,USED,Available,Available,Available,Not_Available,25.0
174,SUZUKI,ALTO,2003,1100.0,Manual,Petrol,242000.0,Matara,2025-01-26,No Leasing,USED,Available,Available,Not_Available,Available,25.5
175,SUZUKI,ALTO,2002,1000.0,Manual,Petrol,253000.0,Kuliyapitiya,2025-01-26,No Leasing,USED,Available,Available,Not_Available,Available,26.5
176,SUZUKI,ALTO,2016,800.0,Manual,Petrol,99000.0,Jaffna,2025-01-26,No Leasing,USED,Available,Available,Not_Available,Available,34.8
177,SUZUKI,ALTO,2006,800.0,Manual,Petrol,209000.0,Kegalle,2025-01-26,No Leasing,USED,Available,Available,Not_Available,Not_Available,22.7
