,Brand,Model,YOM,Engine (cc),Gear,Fuel Type,Millage(KM),Town,Date,Leasing,Condition,AIR CONDITION,POWER STEERING,POWER MIRROR,POWER WINDOW,Price
1039,SUZUKI,WAGON R STINGRAY,2017,650.0,Automatic,Petrol,88000.0,Maharagama,2024-12-04,No Leasing,USED,Available,Available,Available,Available,70.5
1040,SUZUKI,MARUTI,2004,800.0,Manual,Petrol,231000.0,Kurunegala,2025-02-05,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,14.85
1041,SUZUKI,MARUTI,2007,796.0,Manual,Petrol,198000.0,Colombo,2025-02-05,No Leasing,USED,Available,Available,Not_Available,Not_Available,19.75
1042,SUZUKI,MARUTI,2007,800.0,Manual,Petrol,198000.0,Katunayake,2025-02-05,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,17.8
1043,SUZUKI,MARUTI,2006,800.0,Manual,Petrol,209000.0,Kurunegala,2025-02-05,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,16.45
1044,SUZUKI,MARUTI,2011,800.0,Manual,Petrol,154000.0,Galle,2025-02-05,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,19.75
1045,SUZUKI,MARUTI,2008,800.0,Manual,Petrol,187000.0,Gampaha,2025-02-05,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,21.0
1046,SUZUKI,MARUTI,2012,800.0,Manual,Petrol,143000.0,Homagama,2025-02-05,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,20.75
1047,SUZUKI,MARUTI,2011,800.0,Manual,Petrol,154000.0,Horana,2025-02-05,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,20.034782608695647
1048,SUZUKI,MARUTI,2004,800.0,Manual,Petrol,231000.0,Galle,2025-02-04,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,14.95
1049,SUZUKI,MARUTI,2012,800.0,Manual,Petrol,143000.0,Matara,2025-02-04,No Leasing,USED,Available,Available,Available,Available,21.5
1050,SUZUKI,MARUTI,2007,800.0,Manual,Petrol,198000.0,Kandy,2025-02-04,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,17.5
1051,SUZUKI,MARUTI,2006,800.0,Manual,Petrol,209000.0,Kegalle,2025-02-04,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,16.87
1052,SUZUKI,MARUTI,2011,800.0,Manual,Petrol,154000.0,Kandy,2025-02-04,No Leasing,USED,Available,Available,Not_Available,Not_Available,20.034782608695647
1053,SUZUKI,MARUTI,2005,800.0,Manual,Petrol,220000.0,Ratnapura,2025-02-04,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,18.5
1054,SUZUKI,MARUTI,2003,800.0,Manual,Petrol,242000.0,Balangoda,2025-02-04,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,14.3
1055,SUZUKI,MARUTI,2008,800.0,Manual,Petrol,187000.0,Divulapitiya,2025-02-04,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,17.35
1056,SUZUKI,MARUTI,2003,800.0,Manual,Diesel,242000.0,Anuradapura,2025-02-04,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,14.183333333333332
1057,SUZUKI,MARUTI,2011,795.0,Manual,Petrol,154000.0,Divulapitiya,2025-02-04,No Leasing,USED,Available,Available,Available,Available,20.034782608695647
1058,SUZUKI,MARUTI,2008,800.0,Manual,Petrol,187000.0,Ja-Ela,2025-02-04,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,18.43125
1059,SUZUKI,MARUTI,2005,800.0,Manual,Petrol,220000.0,Kurunegala,2025-02-04,No Leasing,USED,Available,Available,Available,Available,16.75
1060,SUZUKI,MARUTI,2005,800.0,Manual,Petrol,220000.0,Moratuwa,2025-02-04,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,14.95
1061,SUZUKI,MARUTI,1999,800.0,Manual,Petrol,286000.0,Kurunegala,2025-02-04,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,12.0
1062,SUZUKI,MARUTI,2006,800.0,Manual,Petrol,209000.0,Galle,2025-02-04,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,16.87
1063,SUZUKI,MARUTI,2011,800.0,Manual,Petrol,154000.0,Kandy,2025-02-03,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,17.9
1064,SUZUKI,MARUTI,2003,800.0,Manual,Petrol,242000.0,Mawanella,2025-02-03,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,13.5
1065,SUZUKI,MARUTI,2006,800.0,Manual,Petrol,209000.0,Avissawella,2025-02-03,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,16.87
1066,SUZUKI,MARUTI,2007,800.0,Manual,Petrol,198000.0,Kandy,2025-02-03,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,18.25
1067,SUZUKI,MARUTI,2005,800.0,Manual,Petrol,220000.0,Ratnapura,2025-02-03,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,16.0
1068,SUZUKI,MARUTI,2011,800.0,Manual,Petrol,154000.0,Minuwangoda,2025-02-03,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,19.9
1069,SUZUKI,MARUTI,1993,650.0,Manual,Petrol,352000.0,Matara,2025-02-03,No Leasing,USED,Available,Available,Not_Available,Not_Available,17.9
1070,SUZUKI,MARUTI,2010,800.0,Manual,Petrol,165000.0,Badulla,2025-02-02,No Leasing,USED,Available,Available,Available,Available,19.7
1071,SUZUKI,MARUTI,2000,800.0,Manual,Petrol,275000.0,Polonnaruwa,2025-02-02,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,13.6
1072,SUZUKI,MARUTI,2006,800.0,Manual,Petrol,209000.0,Moratuwa,2025-02-02,No Leasing,USED,Available,Available,Not_Available,Available,17.75
1073,SUZUKI,MARUTI,2011,795.0,Manual,Petrol,154000.0,Hambantota,2025-02-02,No Leasing,USED,Available,Available,Not_Available,Available,20.034782608695647
1074,SUZUKI,MARUTI,2011,800.0,Manual,Petrol,154000.0,Nuwara-Eliya,2025-02-02,No Leasing,USED,Available,Available,Available,Available,21.5
1075,SUZUKI,MARUTI,2004,800.0,Manual,Petrol,231000.0,Negombo,2025-02-02,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,15.185
1076,SUZUKI,MARUTI,2005,796.0,Manual,Petrol,220000.0,Matale,2025-02-02,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,16.691666666666666
1077,SUZUKI,MARUTI,2006,800.0,Manual,Petrol,209000.0,Bandarawela,2025-02-02,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,16.75
1078,SUZUKI,MARUTI,2006,800.0,Manual,Petrol,209000.0,Horana,2025-02-02,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,16.87
1079,SUZUKI,MARUTI,2011,800.0,Manual,Petrol,154000.0,Mirigama,2025-02-01,Ongoing Lease,USED,Available,Not_Available,Not_Available,Not_Available,21.0
1080,SUZUKI,MARUTI,2012,800.0,Manual,Petrol,143000.0,Dankotuwa,2025-02-01,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,20.97
1081,SUZUKI,MARUTI,2006,800.0,Manual,Petrol,209000.0,Horana,2025-02-01,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,16.87
1082,SUZUKI,MARUTI,2008,800.0,Manual,Petrol,187000.0,Kurunegala,2025-02-01,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,18.43125
1083,SUZUKI,MARUTI,2006,800.0,Manual,Petrol,209000.0,Ratnapura,2025-02-01,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,16.0
1084,SUZUKI,MARUTI,2003,800.0,Manual,Petrol,242000.0,Ja-Ela,2025-02-01,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,14.183333333333332
1085,SUZUKI,MARUTI,2010,800.0,Manual,Petrol,165000.0,Negombo,2025-01-31,No Leasing,USED,Available,Available,Not_Available,Not_Available,22.0
1086,SUZUKI,MARUTI,2011,800.0,Manual,Petrol,154000.0,Ja-Ela,2025-01-31,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,20.034782608695647
1087,SUZUKI,MARUTI,2011,800.0,Manual,Petrol,154000.0,Ja-Ela,2025-01-31,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,20.034782608695647
1088,SUZUKI,MARUTI,2006,800.0,Manual,Petrol,209000.0,Ja-Ela,2025-01-31,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,16.87
1089,SUZUKI,MARUTI,2012,800.0,Manual,Petrol,143000.0,Homagama,2025-01-31,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,20.95
1090,SUZUKI,MARUTI,2006,800.0,Manual,Petrol,209000.0,Galle,2025-01-31,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,16.87
1091,SUZUKI,MARUTI,2011,795.0,Manual,Petrol,154000.0,Gampaha,2025-01-31,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,17.5
1092,SUZUKI,MARUTI,2011,800.0,Manual,Petrol,154000.0,Ratnapura,2025-01-31,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,20.034782608695647
1093,SUZUKI,MARUTI,2009,800.0,Manual,Petrol,176000.0,Galle,2025-01-31,No Leasing,USED,Available,Available,Available,Available,24.0
1094,SUZUKI,MARUTI,2013,800.0,Manual,Petrol,132000.0,Nittambuwa,2025-01-31,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,19.75
1095,SUZUKI,MARUTI,2009,800.0,Manual,Petrol,176000.0,Galle,2025-01-31,No Leasing,USED,Available,Available,Not_Available,Not_Available,23.75
1096,SUZUKI,MARUTI,2010,800.0,Manual,Petrol,165000.0,Horana,2025-01-31,No Leasing,USED,Available,Not_Available,Available,Not_Available,19.9
1097,SUZUKI,MARUTI,2005,800.0,Manual,Petrol,220000.0,Kegalle,2025-01-31,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,16.85
1098,SUZUKI,MARUTI,2005,800.0,Manual,Petrol,220000.0,Polonnaruwa,2025-01-30,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,16.691666666666666
1099,SUZUKI,MARUTI,2007,800.0,Manual,Petrol,198000.0,Horana,2025-01-30,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,17.52105263157895
1100,SUZUKI,MARUTI,1996,1300.0,Manual,Petrol,319000.0,Horana,2025-01-30,No Leasing,NEW,Available,Not_Available,Not_Available,Not_Available,12.0
1101,SUZUKI,MARUTI,2006,800.0,Manual,Petrol,209000.0,Ratnapura,2025-01-30,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,16.35
1102,SUZUKI,MARUTI,2006,800.0,Manual,Petrol,209000.0,Kandy,2025-01-30,No Leasing,USED,Available,Available,Available,Available,17.0
1103,SUZUKI,MARUTI,2006,800.0,Manual,Petrol,209000.0,Warakapola,2025-01-30,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,16.45
1104,SUZUKI,MARUTI,2006,800.0,Manual,Petrol,209000.0,Kuliyapitiya,2025-01-29,No Leasing,USED,Available,Available,Not_Available,Not_Available,17.4
1105,SUZUKI,MARUTI,1996,800.0,Manual,Petrol,319000.0,Embilipitiya,2025-01-29,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,12.0
1106,SUZUKI,MARUTI,2010,1500.0,Manual,Petrol,165000.0,Kuliyapitiya,2025-01-29,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,19.5
1107,SUZUKI,MARUTI,2005,800.0,Manual,Petrol,220000.0,Malabe,2025-01-29,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,16.5
1108,SUZUKI,MARUTI,2009,800.0,Manual,Petrol,176000.0,Malabe,2025-01-29,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,18.75
1109,SUZUKI,MARUTI,2010,800.0,Manual,Petrol,165000.0,Malabe,2025-01-29,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,19.5
1110,SUZUKI,MARUTI,2005,800.0,Manual,Petrol,220000.0,Malabe,2025-01-29,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,16.5
1111,SUZUKI,MARUTI,2011,800.0,Manual,Petrol,154000.0,Malabe,2025-01-29,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,19.5
1112,SUZUKI,MARUTI,2011,800.0,Manual,Petrol,154000.0,Gampaha,2025-01-29,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,20.034782608695647
1113,SUZUKI,MARUTI,2006,800.0,Manual,Petrol,209000.0,Kandy,2025-01-29,Ongoing Lease,USED,Available,Not_Available,Not_Available,Not_Available,16.87
1114,SUZUKI,MARUTI,2006,800.0,Manual,Petrol,209000.0,Kandy,2025-01-28,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,17.9
1115,SUZUKI,MARUTI,2011,800.0,Manual,Petrol,154000.0,Minuwangoda,2025-01-18,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,20.034782608695647
1116,SUZUKI,MARUTI,2004,800.0,Manual,Petrol,231000.0,Ja-Ela,2025-01-18,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,15.185
1117,SUZUKI,MARUTI,2005,796.0,Manual,Petrol,220000.0,Colombo,2025-01-17,No Leasing,USED,Available,Available,Not_Available,Not_Available,18.75
1118,SUZUKI,MARUTI,2006,800.0,Manual,Petrol,209000.0,Colombo,2025-01-17,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,16.87
1119,SUZUKI,MARUTI,2009,800.0,Manual,Petrol,176000.0,Chilaw,2025-01-15,No Leasing,USED,Not_Available,Available,Not_Available,Not_Available,24.0
1120,SUZUKI,MARUTI,2006,800.0,Manual,Petrol,209000.0,Kandy,2025-01-15,No Leasing,USED,Available,Available,Available,Available,16.87
1121,SUZUKI,MARUTI,2006,800.0,Manual,Petrol,209000.0,Badulla,2025-01-14,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,16.87
1122,SUZUKI,MARUTI,2006,795.0,Manual,Petrol,209000.0,Matara,2025-01-14,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,16.87
1123,SUZUKI,MARUTI,2011,800.0,Manual,Petrol,154000.0,Kegalle,2025-01-14,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,20.85
1124,SUZUKI,MARUTI,2005,800.0,Manual,Petrol,220000.0,Ja-Ela,2025-01-14,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,16.691666666666666
1125,SUZUKI,MARUTI,2004,800.0,Manual,Petrol,231000.0,Matara,2025-01-14,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,15.0
1126,SUZUKI,MARUTI,2004,800.0,Manual,Petrol,231000.0,Ja-Ela,2025-01-14,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,15.185
1127,SUZUKI,MARUTI,2012,800.0,Manual,Petrol,143000.0,Horana,2025-01-14,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,20.65
1128,SUZUKI,MARUTI,2005,800.0,Manual,Petrol,220000.0,Embilipitiya,2025-01-13,No Leasing,USED,Available,Available,Not_Available,Not_Available,14.95
1129,SUZUKI,MARUTI,2006,800.0,Manual,Petrol,209000.0,Anuradapura,2025-01-13,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,16.5
1130,SUZUKI,MARUTI,2008,800.0,Manual,Petrol,187000.0,Kandy,2025-01-12,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,17.35
1131,SUZUKI,MARUTI,2008,800.0,Manual,Petrol,187000.0,Horana,2025-01-11,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,18.43125
1132,SUZUKI,MARUTI,2006,650.0,Manual,Petrol,209000.0,Kandy,2025-01-11,No Leasing,USED,Available,Available,Available,Available,16.87
1133,SUZUKI,MARUTI,2007,800.0,Manual,Petrol,198000.0,Panadura,2025-01-11,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,16.0
1134,SUZUKI,MARUTI,2006,800.0,Manual,Petrol,209000.0,Kandy,2025-01-11,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,16.75
1135,SUZUKI,MARUTI,2007,800.0,Manual,Petrol,198000.0,Matara,2025-01-10,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,17.0
1136,SUZUKI,MARUTI,2009,800.0,Manual,Petrol,176000.0,Horana,2025-01-10,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,17.5
1137,SUZUKI,MARUTI,2006,800.0,Manual,Petrol,209000.0,Horana,2025-01-10,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,16.87
1138,SUZUKI,MARUTI,2010,800.0,Manual,Petrol,165000.0,Kegalle,2025-01-10,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,19.5
1139,SUZUKI,MARUTI,2007,800.0,Manual,Petrol,198000.0,Matugama,2025-01-09,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,16.5
1140,SUZUKI,MARUTI,2007,800.0,Manual,Petrol,198000.0,Homagama,2025-01-09,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,17.52105263157895
1141,SUZUKI,MARUTI,2014,800.0,Manual,Petrol,121000.0,Kandy,2025-01-09,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,21.2
1142,SUZUKI,MARUTI,2006,800.0,Manual,Petrol,209000.0,Ja-Ela,2025-01-09,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,16.87
1143,SUZUKI,MARUTI,2006,800.0,Manual,Petrol,209000.0,Horana,2025-01-08,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,16.87
1144,SUZUKI,MARUTI,2005,800.0,Manual,Petrol,220000.0,Embilipitiya,2025-01-08,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,16.9
1145,SUZUKI,MARUTI,2006,800.0,Manual,Petrol,209000.0,Kurunegala,2025-01-08,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,16.87
1146,SUZUKI,MARUTI,2006,800.0,Manual,Petrol,209000.0,Kandy,2025-01-08,Ongoing Lease,USED,Available,Not_Available,Not_Available,Not_Available,16.0
1147,SUZUKI,MARUTI,2006,800.0,Manual,Petrol,209000.0,Hambantota,2025-01-07,Ongoing Lease,USED,Available,Not_Available,Not_Available,Not_Available,16.87
1148,SUZUKI,MARUTI,2011,800.0,Manual,Petrol,154000.0,Divulapitiya,2025-01-07,No Leasing,USED,Available,Available,Not_Available,Not_Available,18.0
1149,SUZUKI,MARUTI,1995,800.0,Manual,Petrol,330000.0,Negombo,2025-01-06,Ongoing Lease,USED,Available,Not_Available,Not_Available,Not_Available,12.0
1150,SUZUKI,MARUTI,2007,800.0,Manual,Petrol,198000.0,Mawanella,2025-01-06,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,17.0
1151,SUZUKI,MARUTI,2010,796.0,Manual,Petrol,165000.0,Kandy,2025-01-06,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,17.0
1152,SUZUKI,MARUTI,2006,800.0,Manual,Petrol,209000.0,Moratuwa,2025-01-06,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,16.87
1153,SUZUKI,MARUTI,2008,800.0,Manual,Petrol,187000.0,Kandy,2025-01-06,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,17.5
1154,SUZUKI,MARUTI,2013,799.0,Manual,Petrol,132000.0,Divulapitiya,2025-01-05,No Leasing,USED,Available,Not_Available,Available,Not_Available,19.75
1155,SUZUKI,MARUTI,2011,800.0,Manual,Petrol,154000.0,Matara,2025-01-05,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,19.25
1156,SUZUKI,MARUTI,2010,800.0,Manual,Petrol,165000.0,Kegalle,2025-01-28,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,18.75
1157,SUZUKI,MARUTI,2006,800.0,Manual,Petrol,209000.0,Kuliyapitiya,2025-01-28,Ongoing Lease,USED,Available,Available,Not_Available,Not_Available,16.87
1158,SUZUKI,MARUTI,2011,800.0,Manual,Petrol,154000.0,Kandy,2025-01-28,No Leasing,USED,Available,Available,Not_Available,Not_Available,19.5
1159,SUZUKI,MARUTI,2007,795.0,Manual,Petrol,198000.0,Galle,2025-01-28,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,17.52105263157895
1160,SUZUKI,MARUTI,2006,800.0,Manual,Petrol,209000.0,Embilipitiya,2025-01-28,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,17.25
1161,SUZUKI,MARUTI,2005,800.0,Manual,Petrol,220000.0,Galle,2025-01-28,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,17.0
1162,SUZUKI,MARUTI,2005,800.0,Manual,Petrol,220000.0,Matale,2025-01-28,No Leasing,USED,Available,Available,Not_Available,Not_Available,17.5
1163,SUZUKI,MARUTI,2007,800.0,Manual,Petrol,198000.0,Hambantota,2025-01-28,No Leasing,NEW,Available,Not_Available,Not_Available,Not_Available,17.5
1164,SUZUKI,MARUTI,2005,800.0,Manual,Petrol,220000.0,Kaduwela,2025-01-27,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,16.25
1165,SUZUKI,MARUTI,1994,800.0,Manual,Petrol,341000.0,Kurunegala,2025-01-27,No Leasing,USED,Available,Available,Not_Available,Not_Available,12.0
1166,SUZUKI,MARUTI,2010,800.0,Manual,Petrol,165000.0,Homagama,2025-01-27,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,18.95
1167,SUZUKI,MARUTI,2010,800.0,Manual,Petrol,165000.0,Tangalle,2025-01-27,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,19.134375
1168,SUZUKI,MARUTI,2004,800.0,Manual,Petrol,231000.0,Kurunegala,2025-01-26,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,15.185
1169,SUZUKI,MARUTI,2008,800.0,Manual,Petrol,187000.0,Badulla,2025-01-26,Ongoing Lease,USED,Available,Not_Available,Not_Available,Not_Available,18.95
1170,SUZUKI,MARUTI,2006,800.0,Manual,Petrol,209000.0,Kuliyapitiya,2025-01-26,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,17.4
1171,SUZUKI,MARUTI,2006,800.0,Manual,Petrol,209000.0,Colombo,2025-01-26,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,16.87
1172,SUZUKI,MARUTI,1994,800.0,Manual,Petrol,341000.0,Kandy,2025-01-26,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,12.0
1173,SUZUKI,MARUTI,2007,800.0,Manual,Petrol,198000.0,Kandy,2025-01-26,No Leasing,NEW,Available,Not_Available,Not_Available,Not_Available,16.8
1174,SUZUKI,MARUTI,2008,800.0,Manual,Petrol,187000.0,Ja-Ela,2025-01-26,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,18.43125
1175,SUZUKI,MARUTI,2004,800.0,Manual,Petrol,231000.0,Chilaw,2025-01-25,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,15.185
1176,SUZUKI,MARUTI,2005,800.0,Manual,Petrol,220000.0,Kurunegala,2025-01-25,No Leasing,USED,Available,Available,Available,Available,16.75
1177,SUZUKI,MARUTI,2004,800.0,Manual,Petrol,231000.0,Ja-Ela,2025-01-25,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,15.185
1178,SUZUKI,MARUTI,2010,800.0,Manual,Petrol,165000.0,Kurunegala,2025-01-23,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,19.5
1179,SUZUKI,MARUTI,2011,800.0,Manual,Petrol,154000.0,Kandy,2025-01-22,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,19.75
1180,SUZUKI,MARUTI,2010,800.0,Manual,Petrol,165000.0,Ja-Ela,2025-01-22,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,19.134375
1181,SUZUKI,MARUTI,2011,800.0,Manual,Petrol,154000.0,Matara,2025-01-22,Ongoing Lease,USED,Available,Not_Available,Not_Available,Not_Available,19.5
1182,SUZUKI,MARUTI,2007,800.0,Manual,Petrol,198000.0,Divulapitiya,2025-01-21,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,18.0
1183,SUZUKI,MARUTI,2007,800.0,Manual,Petrol,198000.0,Ja-Ela,2025-01-21,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,17.52105263157895
1184,SUZUKI,MARUTI,2004,800.0,Manual,Petrol,231000.0,Ja-Ela,2025-01-21,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,15.185
1185,SUZUKI,MARUTI,2011,800.0,Manual,Petrol,154000.0,Homagama,2025-01-20,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,19.5
1186,SUZUKI,MARUTI,2005,800.0,Manual,Petrol,220000.0,Balangoda,2025-01-20,No Leasing,USED,Available,Available,Not_Available,Not_Available,16.3
1187,SUZUKI,MARUTI,2008,800.0,Manual,Petrol,187000.0,Ratnapura,2025-01-20,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,18.8
1188,SUZUKI,MARUTI,2007,800.0,Manual,Petrol,198000.0,Matara,2025-01-20,No Leasing,USED,Available,Available,Not_Available,Not_Available,17.52105263157895
1189,SUZUKI,MARUTI,2004,800.0,Manual,Petrol,231000.0,Ja-Ela,2025-01-20,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,15.185
1190,SUZUKI,MARUTI,2007,800.0,Manual,Petrol,198000.0,Kuliyapitiya,2025-01-19,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,18.3
1191,SUZUKI,MARUTI,2002,800.0,Manual,Petrol,253000.0,Anuradapura,2025-01-19,Ongoing Lease,USED,Available,Not_Available,Not_Available,Not_Available,13.7
1192,SUZUKI,MARUTI,2011,800.0,Manual,Petrol,154000.0,Gampaha,2025-01-19,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,20.75
1193,SUZUKI,MARUTI,2005,800.0,Manual,Petrol,220000.0,Veyangoda,2025-01-05,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,16.0
1194,SUZUKI,MARUTI,2006,800.0,Manual,Petrol,209000.0,Kandana,2025-01-04,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,17.4
1195,SUZUKI,MARUTI,2007,800.0,Manual,Petrol,198000.0,Horana,2025-01-04,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,17.9
1196,SUZUKI,MARUTI,2006,800.0,Manual,Petrol,209000.0,Dompe,2025-01-04,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,15.9
1197,SUZUKI,MARUTI,2006,800.0,Manual,Petrol,209000.0,Bandarawela,2025-01-03,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,16.5
1198,SUZUKI,MARUTI,2010,800.0,Manual,Petrol,165000.0,Kandy,2025-01-03,No Leasing,USED,Available,Available,Available,Available,19.134375
1199,SUZUKI,MARUTI,2007,800.0,Manual,Petrol,198000.0,Homagama,2025-01-03,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,18.25
1200,SUZUKI,MARUTI,2000,795.0,Manual,Petrol,275000.0,Kurunegala,2025-01-02,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,15.0
1201,SUZUKI,MARUTI,1995,800.0,Manual,Petrol,330000.0,Kandy,2025-01-02,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,12.0
1202,SUZUKI,MARUTI,2004,800.0,Manual,Petrol,231000.0,Kurunegala,2025-01-02,No Leasing,USED,Available,Available,Available,Available,14.75
1203,SUZUKI,MARUTI,2003,800.0,Manual,Petrol,242000.0,Hambantota,2025-01-01,No Leasing,USED,Not_Available,Available,Not_Available,Not_Available,14.183333333333332
1204,SUZUKI,MARUTI,1999,800.0,Manual,Petrol,286000.0,Negombo,2024-12-31,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,12.0
